X, Y
-0.170075, 0.975739
-0.176288, 0.974582
-0.182494, 0.973385
-0.188693, 0.972149
-0.194884, 0.970874
-0.201067, 0.969559
-0.207242, 0.968205
-0.213409, 0.966812
-0.219567, 0.965380
-0.225716, 0.963909
-0.231856, 0.962398
-0.237986, 0.960849
-0.244107, 0.959261
-0.250217, 0.957633
-0.256318, 0.955967
-0.262408, 0.954263
-0.268487, 0.952519
-0.274556, 0.950737
-0.280613, 0.948917
-0.286659, 0.947058
-0.292693, 0.945160
-0.298715, 0.943225
-0.304725, 0.941251
-0.310723, 0.939238
-0.316708, 0.937188
-0.322680, 0.935100
-0.328639, 0.932974
-0.334584, 0.930810
-0.340516, 0.928608
-0.346434, 0.926369
-0.352338, 0.924092
-0.358227, 0.921778
-0.364102, 0.919426
-0.369962, 0.917037
-0.375807, 0.914611
-0.381636, 0.912148
-0.387450, 0.909647
-0.393248, 0.907110
-0.399030, 0.904536
-0.404796, 0.901925
-0.410545, 0.899278
-0.416278, 0.896594
-0.421993, 0.893874
-0.427691, 0.891118
-0.433372, 0.888325
-0.439035, 0.885497
-0.444680, 0.882632
-0.450307, 0.879732
-0.455915, 0.876796
-0.461505, 0.873824
-0.467076, 0.870817
-0.472627, 0.867775
-0.478160, 0.864697
-0.483672, 0.861584
-0.489166, 0.858436
-0.494639, 0.855254
-0.500091, 0.852036
-0.505524, 0.848785
-0.510935, 0.845498
-0.516326, 0.842177
-0.521695, 0.838823
-0.527044, 0.835434
-0.532370, 0.832011
-0.537675, 0.828554
-0.542958, 0.825064
-0.548218, 0.821540
-0.553456, 0.817983
-0.558672, 0.814392
-0.563864, 0.810769
-0.569033, 0.807112
-0.574179, 0.803423
-0.579302, 0.799701
-0.584400, 0.795947
-0.589475, 0.792160
-0.594526, 0.788341
-0.599552, 0.784490
-0.604554, 0.780608
-0.609530, 0.776693
-0.614482, 0.772747
-0.619409, 0.768770
-0.624310, 0.764761
-0.629186, 0.760721
-0.634035, 0.756650
-0.638859, 0.752549
-0.643657, 0.748417
-0.648428, 0.744254
-0.653172, 0.740061
-0.657890, 0.735838
-0.662581, 0.731586
-0.667244, 0.727303
-0.671880, 0.722991
-0.676489, 0.718649
-0.681069, 0.714279
-0.685622, 0.709879
-0.690147, 0.705450
-0.694643, 0.700993
-0.699111, 0.696507
-0.703550, 0.691993
-0.707960, 0.687450
-0.712341, 0.682880
-0.716692, 0.678282
-0.721015, 0.673656
-0.725307, 0.669003
-0.729570, 0.664322
-0.733803, 0.659615
-0.738006, 0.654880
-0.742178, 0.650119
-0.746320, 0.645332
-0.750431, 0.640518
-0.754512, 0.635678
-0.758561, 0.630813
-0.762579, 0.625921
-0.766566, 0.621005
-0.770521, 0.616062
-0.774445, 0.611095
-0.778336, 0.606103
-0.782196, 0.601086
-0.786024, 0.596045
-0.789819, 0.590979
-0.793582, 0.585889
-0.797312, 0.580776
-0.801009, 0.575638
-0.804674, 0.570478
-0.808305, 0.565294
-0.811903, 0.560087
-0.815468, 0.554857
-0.818999, 0.549604
-0.822496, 0.544329
-0.825959, 0.539032
-0.829389, 0.533713
-0.832784, 0.528372
-0.836146, 0.523010
-0.839472, 0.517626
-0.842765, 0.512221
-0.846022, 0.506795
-0.849245, 0.501349
-0.852432, 0.495882
-0.855585, 0.490394
-0.858702, 0.484887
-0.861785, 0.479360
-0.864831, 0.473814
-0.867842, 0.468248
-0.870817, 0.462663
-0.873757, 0.457059
-0.876660, 0.451436
-0.879528, 0.445795
-0.882359, 0.440136
-0.885153, 0.434458
-0.887912, 0.428763
-0.890634, 0.423051
-0.893319, 0.417321
-0.895967, 0.411574
-0.898578, 0.405810
-0.901153, 0.400030
-0.903690, 0.394233
-0.906190, 0.388420
-0.908653, 0.382591
-0.911078, 0.376747
-0.913466, 0.370887
-0.915816, 0.365012
-0.918128, 0.359122
-0.920403, 0.353218
-0.922639, 0.347299
-0.924838, 0.341365
-0.926998, 0.335418
-0.929121, 0.329457
-0.931205, 0.323482
-0.933250, 0.317495
-0.935258, 0.311494
-0.937226, 0.305480
-0.939156, 0.299454
-0.941047, 0.293416
-0.942900, 0.287365
-0.944714, 0.281303
-0.946488, 0.275230
-0.948224, 0.269145
-0.949921, 0.263049
-0.951578, 0.256942
-0.953196, 0.250824
-0.954775, 0.244697
-0.956315, 0.238559
-0.957815, 0.232411
-0.959275, 0.226254
-0.960696, 0.220088
-0.962078, 0.213913
-0.963420, 0.207729
-0.964722, 0.201536
-0.965984, 0.195335
-0.967206, 0.189126
-0.968389, 0.182909
-0.969531, 0.176685
-0.970634, 0.170453
-0.971697, 0.164215
-0.972719, 0.157970
-0.973701, 0.151718
-0.974644, 0.145460
-0.975546, 0.139196
-0.976407, 0.132926
-0.977229, 0.126651
-0.978010, 0.120370
-0.978751, 0.114085
-0.979451, 0.107795
-0.980111, 0.101500
-0.980730, 0.095202
-0.981309, 0.088899
-0.981848, 0.082593
-0.982346, 0.076283
-0.982804, 0.069970
-0.983220, 0.063654
-0.983597, 0.057336
-0.983933, 0.051015
-0.984228, 0.044692
-0.984482, 0.038368
-0.984696, 0.032041
-0.984869, 0.025714
-0.985002, 0.019385
-0.985094, 0.013056
-0.985145, 0.006726
-0.985155, 0.000396
-0.985125, -0.005935
-0.985054, -0.012265
-0.984943, -0.018594
-0.984791, -0.024923
-0.984598, -0.031251
-0.984364, -0.037577
-0.984090, -0.043902
-0.983775, -0.050225
-0.983420, -0.056546
-0.983024, -0.062865
-0.982587, -0.069181
-0.982110, -0.075494
-0.981592, -0.081804
-0.981034, -0.088111
-0.980435, -0.094414
-0.979796, -0.100713
-0.979116, -0.107008
-0.978395, -0.113298
-0.977635, -0.119584
-0.976834, -0.125865
-0.975992, -0.132140
-0.975110, -0.138411
-0.974188, -0.144675
-0.973226, -0.150934
-0.972223, -0.157186
-0.971180, -0.163431
-0.970097, -0.169670
-0.968974, -0.175902
-0.967811, -0.182127
-0.966608, -0.188344
-0.965365, -0.194553
-0.964082, -0.200754
-0.962759, -0.206947
-0.961397, -0.213131
-0.959994, -0.219306
-0.958552, -0.225473
-0.957071, -0.231630
-0.955549, -0.237777
-0.953989, -0.243914
-0.952388, -0.250041
-0.950749, -0.256158
-0.949070, -0.262264
-0.947352, -0.268360
-0.945594, -0.274444
-0.943798, -0.280517
-0.941963, -0.286578
-0.940088, -0.292627
-0.938175, -0.298664
-0.936223, -0.304689
-0.934232, -0.310700
-0.932202, -0.316699
-0.930134, -0.322685
-0.928028, -0.328658
-0.925883, -0.334616
-0.923700, -0.340561
-0.921478, -0.346491
-0.919218, -0.352408
-0.916921, -0.358309
-0.914585, -0.364196
-0.912212, -0.370067
-0.909801, -0.375923
-0.907352, -0.381763
-0.904865, -0.387588
-0.902342, -0.393396
-0.899780, -0.399188
-0.897182, -0.404963
-0.894547, -0.410721
-0.891874, -0.416462
-0.889164, -0.422186
-0.886418, -0.427892
-0.883635, -0.433580
-0.880816, -0.439251
-0.877960, -0.444903
-0.875067, -0.450536
-0.872138, -0.456150
-0.869174, -0.461746
-0.866173, -0.467322
-0.863136, -0.472879
-0.860064, -0.478416
-0.856956, -0.483933
-0.853813, -0.489430
-0.850634, -0.494906
-0.847420, -0.500362
-0.844171, -0.505796
-0.840886, -0.511210
-0.837567, -0.516602
-0.834214, -0.521973
-0.830826, -0.527322
-0.827403, -0.532649
-0.823946, -0.537953
-0.820455, -0.543235
-0.816930, -0.548495
-0.813371, -0.553731
-0.809778, -0.558944
-0.806152, -0.564134
-0.802493, -0.569300
-0.798800, -0.574443
-0.795074, -0.579561
-0.791315, -0.584655
-0.787523, -0.589725
-0.783699, -0.594770
-0.779842, -0.599790
-0.775953, -0.604786
-0.772031, -0.609755
-0.768078, -0.614700
-0.764093, -0.619618
-0.760076, -0.624511
-0.756028, -0.629377
-0.751948, -0.634217
-0.747837, -0.639031
-0.743695, -0.643817
-0.739522, -0.648577
-0.735319, -0.653310
-0.731085, -0.658015
-0.726820, -0.662693
-0.722526, -0.667343
-0.718201, -0.671965
-0.713847, -0.676558
-0.709463, -0.681124
-0.705050, -0.685661
-0.700607, -0.690169
-0.696136, -0.694648
-0.691635, -0.699098
-0.687106, -0.703519
-0.682548, -0.707911
-0.677962, -0.712272
-0.673348, -0.716604
-0.668705, -0.720906
-0.664035, -0.725178
-0.659338, -0.729419
-0.654613, -0.733629
-0.649861, -0.737809
-0.645081, -0.741958
-0.640276, -0.746076
-0.635443, -0.750162
-0.630584, -0.754217
-0.625699, -0.758240
-0.620788, -0.762232
-0.615851, -0.766191
-0.610888, -0.770119
-0.605900, -0.774014
-0.600887, -0.777876
-0.595849, -0.781706
-0.590786, -0.785504
-0.585699, -0.789268
-0.580587, -0.792999
-0.575451, -0.796697
-0.570291, -0.800361
-0.565108, -0.803992
-0.559901, -0.807589
-0.554670, -0.811152
-0.549417, -0.814681
-0.544140, -0.818176
-0.538841, -0.821636
-0.533520, -0.825062
-0.528177, -0.828454
-0.522811, -0.831810
-0.517424, -0.835132
-0.512015, -0.838418
-0.506585, -0.841670
-0.501133, -0.844886
-0.495661, -0.848066
-0.490168, -0.851211
-0.484655, -0.854320
-0.479122, -0.857393
-0.473568, -0.860430
-0.467995, -0.863431
-0.462402, -0.866396
-0.456791, -0.869325
-0.451160, -0.872216
-0.445510, -0.875072
-0.439842, -0.877890
-0.434155, -0.880672
-0.428450, -0.883416
-0.422727, -0.886123
-0.416987, -0.888794
-0.411229, -0.891426
-0.405455, -0.894022
-0.399663, -0.896579
-0.393854, -0.899099
-0.388030, -0.901582
-0.382188, -0.904026
-0.376331, -0.906432
-0.370459, -0.908801
-0.364570, -0.911131
-0.358667, -0.913422
-0.352749, -0.915676
-0.346815, -0.917890
-0.340868, -0.920066
-0.334906, -0.922204
-0.328930, -0.924303
-0.322940, -0.926362
-0.316937, -0.928383
-0.310921, -0.930365
-0.304891, -0.932308
-0.298849, -0.934211
-0.292794, -0.936075
-0.286727, -0.937900
-0.280648, -0.939685
-0.274558, -0.941431
-0.268456, -0.943137
-0.262342, -0.944804
-0.256218, -0.946430
-0.250083, -0.948017
-0.243937, -0.949564
-0.237781, -0.951071
-0.231615, -0.952538
-0.225440, -0.953965
-0.219255, -0.955351
-0.213061, -0.956698
-0.206858, -0.958004
-0.200646, -0.959270
-0.194426, -0.960495
-0.188198, -0.961680
-0.181961, -0.962825
-0.175718, -0.963929
-0.169466, -0.964992
-0.163208, -0.966015
-0.156943, -0.966997
-0.150671, -0.967939
-0.144393, -0.968839
-0.138109, -0.969699
-0.131819, -0.970518
-0.125523, -0.971296
-0.119223, -0.972033
-0.112917, -0.972729
-0.106606, -0.973385
-0.100291, -0.973999
-0.093972, -0.974572
-0.087649, -0.975104
-0.081322, -0.975595
-0.074992, -0.976045
-0.068658, -0.976454
-0.062322, -0.976821
-0.055983, -0.977148
-0.049641, -0.977433
-0.043298, -0.977677
-0.036953, -0.977880
-0.030606, -0.978041
-0.024258, -0.978162
-0.017909, -0.978241
-0.011559, -0.978279
-0.005209, -0.978275
0.001142, -0.978231
0.007493, -0.978145
0.013843, -0.978018
0.020192, -0.977849
0.026541, -0.977640
0.032889, -0.977389
0.039235, -0.977097
0.045580, -0.976763
0.051922, -0.976389
0.058263, -0.975973
0.064601, -0.975516
0.070936, -0.975018
0.077268, -0.974479
0.083598, -0.973899
0.089923, -0.973278
0.096245, -0.972615
0.102562, -0.971912
0.108876, -0.971167
0.115184, -0.970382
0.121488, -0.969555
0.127787, -0.968688
0.134080, -0.967779
0.140368, -0.966830
0.146649, -0.965840
0.152925, -0.964810
0.159194, -0.963738
0.165456, -0.962626
0.171711, -0.961473
0.177959, -0.960280
0.184199, -0.959046
0.190432, -0.957771
0.196657, -0.956456
0.202873, -0.955101
0.209080, -0.953705
0.215279, -0.952270
0.221469, -0.950793
0.227649, -0.949277
0.233819, -0.947721
0.239980, -0.946124
0.246130, -0.944488
0.252270, -0.942811
0.258399, -0.941095
0.264518, -0.939339
0.270625, -0.937543
0.276720, -0.935708
0.282804, -0.933833
0.288876, -0.931919
0.294935, -0.929965
0.300982, -0.927972
0.307016, -0.925940
0.313037, -0.923869
0.319045, -0.921758
0.325039, -0.919609
0.331020, -0.917420
0.336986, -0.915193
0.342938, -0.912927
0.348875, -0.910623
0.354798, -0.908280
0.360705, -0.905899
0.366597, -0.903479
0.372473, -0.901021
0.378334, -0.898525
0.384178, -0.895991
0.390006, -0.893419
0.395818, -0.890809
0.401612, -0.888162
0.407390, -0.885477
0.413150, -0.882754
0.418892, -0.879995
0.424617, -0.877198
0.430323, -0.874363
0.436012, -0.871492
0.441681, -0.868584
0.447332, -0.865639
0.452963, -0.862658
0.458576, -0.859640
0.464168, -0.856585
0.469741, -0.853494
0.475294, -0.850368
0.480826, -0.847205
0.486338, -0.844006
0.491830, -0.840771
0.497300, -0.837501
0.502749, -0.834196
0.508176, -0.830855
0.513582, -0.827479
0.518966, -0.824068
0.524327, -0.820622
0.529667, -0.817141
0.534983, -0.813625
0.540277, -0.810075
0.545547, -0.806491
0.550795, -0.802873
0.556018, -0.799220
0.561218, -0.795534
0.566394, -0.791814
0.571546, -0.788060
0.576673, -0.784273
0.581776, -0.780453
0.586853, -0.776599
0.591906, -0.772713
0.596933, -0.768794
0.601935, -0.764842
0.606910, -0.760858
0.611860, -0.756842
0.616784, -0.752793
0.621681, -0.748713
0.626552, -0.744600
0.631395, -0.740457
0.636212, -0.736281
0.641002, -0.732075
0.645764, -0.727837
0.650498, -0.723569
0.655204, -0.719270
0.659883, -0.714940
0.664533, -0.710580
0.669154, -0.706190
0.673747, -0.701770
0.678311, -0.697320
0.682846, -0.692840
0.687352, -0.688331
0.691828, -0.683793
0.696274, -0.679226
0.700691, -0.674629
0.705077, -0.670005
0.709434, -0.665351
0.713760, -0.660670
0.718055, -0.655960
0.722319, -0.651223
0.726553, -0.646457
0.730755, -0.641665
0.734926, -0.636845
0.739065, -0.631998
0.743173, -0.627124
0.747248, -0.622223
0.751292, -0.617296
0.755303, -0.612343
0.759282, -0.607364
0.763228, -0.602359
0.767142, -0.597328
0.771022, -0.592272
0.774870, -0.587190
0.778684, -0.582084
0.782465, -0.576953
0.786212, -0.571797
0.789925, -0.566617
0.793604, -0.561413
0.797249, -0.556185
0.800860, -0.550933
0.804437, -0.545657
0.807979, -0.540359
0.811486, -0.535037
0.814958, -0.529693
0.818396, -0.524326
0.821798, -0.518937
0.825165, -0.513526
0.828496, -0.508092
0.831792, -0.502637
0.835052, -0.497161
0.838275, -0.491664
0.841463, -0.486145
0.844615, -0.480606
0.847731, -0.475046
0.850809, -0.469466
0.853852, -0.463866
0.856857, -0.458246
0.859826, -0.452607
0.862758, -0.446948
0.865652, -0.441270
0.868510, -0.435574
0.871330, -0.429858
0.874112, -0.424125
0.876857, -0.418373
0.879564, -0.412603
0.882233, -0.406816
0.884864, -0.401011
0.887457, -0.395190
0.890012, -0.389351
0.892529, -0.383496
0.895007, -0.377624
0.897447, -0.371736
0.899848, -0.365832
0.902210, -0.359913
0.904533, -0.353978
0.906817, -0.348028
0.909063, -0.342063
0.911269, -0.336084
0.913436, -0.330090
0.915563, -0.324082
0.917651, -0.318060
0.919700, -0.312024
0.921709, -0.305976
0.923678, -0.299914
0.925607, -0.293839
0.927496, -0.287751
0.929346, -0.281651
0.931155, -0.275539
0.932924, -0.269416
0.934653, -0.263281
0.936342, -0.257134
0.937990, -0.250976
0.939598, -0.244808
0.941166, -0.238629
0.942692, -0.232440
0.944179, -0.226241
0.945624, -0.220032
0.947029, -0.213814
0.948392, -0.207586
0.949715, -0.201350
0.950997, -0.195105
0.952238, -0.188852
0.953437, -0.182590
0.954596, -0.176321
0.955713, -0.170044
0.956789, -0.163760
0.957824, -0.157468
0.958818, -0.151170
0.959770, -0.144865
0.960681, -0.138555
0.961550, -0.132238
0.962377, -0.125915
0.963164, -0.119587
0.963908, -0.113254
0.964611, -0.106916
0.965272, -0.100574
0.965892, -0.094227
0.966470, -0.087876
0.967006, -0.081521
0.967500, -0.075163
0.967952, -0.068801
0.968363, -0.062437
0.968732, -0.056070
0.969059, -0.049700
0.969344, -0.043328
0.969587, -0.036955
0.969789, -0.030580
0.969948, -0.024203
0.970066, -0.017825
0.970141, -0.011447
0.970175, -0.005068
0.970167, 0.001311
0.970116, 0.007690
0.970024, 0.014068
0.969890, 0.020447
0.969714, 0.026824
0.969496, 0.033200
0.969236, 0.039574
0.968934, 0.045947
0.968590, 0.052318
0.968205, 0.058687
0.967777, 0.065053
0.967308, 0.071416
0.966796, 0.077776
0.966243, 0.084133
0.965648, 0.090486
0.965012, 0.096835
0.964333, 0.103180
0.963613, 0.109521
0.962851, 0.115857
0.962048, 0.122187
0.961202, 0.128513
0.960315, 0.134833
0.959387, 0.141147
0.958417, 0.147455
0.957406, 0.153756
0.956353, 0.160051
0.955259, 0.166339
0.954123, 0.172620
0.952946, 0.178893
0.951728, 0.185158
0.950468, 0.191415
0.949168, 0.197664
0.947826, 0.203905
0.946443, 0.210136
0.945019, 0.216359
0.943554, 0.222572
0.942049, 0.228775
0.940502, 0.234968
0.938915, 0.241151
0.937287, 0.247324
0.935618, 0.253486
0.933909, 0.259636
0.932160, 0.265776
0.930370, 0.271904
0.928539, 0.278020
0.926669, 0.284123
0.924758, 0.290215
0.922807, 0.296294
0.920816, 0.302360
0.918786, 0.308412
0.916715, 0.314452
0.914605, 0.320477
0.912455, 0.326489
0.910265, 0.332486
0.908036, 0.338469
0.905767, 0.344437
0.903459, 0.350390
0.901112, 0.356328
0.898726, 0.362250
0.896301, 0.368156
0.893837, 0.374046
0.891334, 0.379920
0.888793, 0.385777
0.886213, 0.391618
0.883594, 0.397441
0.880937, 0.403247
0.878242, 0.409035
0.875509, 0.414805
0.872738, 0.420557
0.869929, 0.426291
0.867082, 0.432006
0.864197, 0.437702
0.861275, 0.443379
0.858315, 0.449037
0.855319, 0.454675
0.852285, 0.460293
0.849214, 0.465891
0.846106, 0.471468
0.842961, 0.477025
0.839780, 0.482561
0.836562, 0.488076
0.833308, 0.493569
0.830018, 0.499041
0.826692, 0.504491
0.823329, 0.509919
0.819931, 0.515324
0.816497, 0.520707
0.813028, 0.526067
0.809524, 0.531403
0.805984, 0.536717
0.802409, 0.542007
0.798799, 0.547273
0.795155, 0.552515
0.791476, 0.557733
0.787763, 0.562927
0.784015, 0.568095
0.780233, 0.573239
0.776417, 0.578358
0.772568, 0.583451
0.768685, 0.588518
0.764768, 0.593560
0.760818, 0.598576
0.756835, 0.603565
0.752819, 0.608528
0.748771, 0.613464
0.744690, 0.618373
0.740576, 0.623255
0.736430, 0.628109
0.732252, 0.632936
0.728042, 0.637735
0.723801, 0.642506
0.719528, 0.647249
0.715223, 0.651963
0.710888, 0.656649
0.706521, 0.661306
0.702124, 0.665933
0.697696, 0.670531
0.693238, 0.675100
0.688749, 0.679639
0.684231, 0.684149
0.679682, 0.688628
0.675104, 0.693076
0.670497, 0.697495
0.665860, 0.701882
0.661195, 0.706239
0.656500, 0.710564
0.651777, 0.714859
0.647026, 0.719121
0.642246, 0.723352
0.637438, 0.727552
0.632603, 0.731719
0.627740, 0.735854
0.622849, 0.739956
0.617931, 0.744026
0.612987, 0.748063
0.608015, 0.752067
0.603017, 0.756038
0.597993, 0.759976
0.592943, 0.763880
0.587867, 0.767751
0.582765, 0.771587
0.577637, 0.775390
0.572485, 0.779158
0.567307, 0.782893
0.562105, 0.786592
0.556878, 0.790257
0.551626, 0.793887
0.546351, 0.797482
0.541052, 0.801042
0.535729, 0.804566
0.530382, 0.808055
0.525013, 0.811509
0.519620, 0.814926
0.514205, 0.818308
0.508768, 0.821653
0.503308, 0.824963
0.497826, 0.828235
0.492322, 0.831472
0.486797, 0.834671
0.481250, 0.837834
0.475682, 0.840960
0.470094, 0.844048
0.464485, 0.847100
0.458856, 0.850114
0.453206, 0.853090
0.447537, 0.856029
0.441848, 0.858930
0.436140, 0.861793
0.430412, 0.864618
0.424666, 0.867404
0.418901, 0.870153
0.413118, 0.872863
0.407317, 0.875534
0.401497, 0.878167
0.395661, 0.880761
0.389806, 0.883316
0.383935, 0.885832
0.378047, 0.888309
0.372142, 0.890747
0.366221, 0.893145
0.360284, 0.895504
0.354331, 0.897823
0.348363, 0.900102
0.342379, 0.902342
0.336381, 0.904542
0.330367, 0.906702
0.324339, 0.908822
0.318297, 0.910901
0.312240, 0.912940
0.306170, 0.914939
0.300087, 0.916898
0.293990, 0.918816
0.287880, 0.920693
0.281758, 0.922530
0.275624, 0.924325
0.269477, 0.926080
0.263318, 0.927794
0.257148, 0.929467
0.250966, 0.931099
0.244774, 0.932689
0.238570, 0.934239
0.232356, 0.935747
0.226132, 0.937213
0.219898, 0.938638
0.213654, 0.940022
0.207401, 0.941364
0.201139, 0.942664
0.194868, 0.943923
0.188588, 0.945139
0.182300, 0.946314
0.176004, 0.947447
0.169700, 0.948539
0.163388, 0.949588
0.157070, 0.950595
0.150744, 0.951560
0.144412, 0.952483
0.138074, 0.953363
0.131729, 0.954202
0.125378, 0.954998
0.119022, 0.955752
0.112661, 0.956463
0.106295, 0.957132
0.099924, 0.957759
0.093548, 0.958343
0.087169, 0.958885
0.080786, 0.959385
0.074399, 0.959842
0.068008, 0.960256
0.061615, 0.960628
0.055219, 0.960957
0.048821, 0.961244
0.042420, 0.961488
0.036018, 0.961689
0.029614, 0.961848
0.023208, 0.961964
0.016802, 0.962038
0.010395, 0.962069
0.003987, 0.962057
-0.002421, 0.962003
-0.008828, 0.961905
-0.015236, 0.961766
-0.021642, 0.961583
-0.028048, 0.961358
-0.034452, 0.961091
-0.040855, 0.960780
-0.047256, 0.960428
-0.053655, 0.960032
-0.060052, 0.959594
